"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez"
"790",928.192074713177,-0.34372174352609,0.112735964030065,-3.04890942729175,0.00229673714083331,0.0155056565940191,"790"
"7781",2207.00608277078,-0.858171847998893,0.258401872100132,-3.32107442188479,0.00089671622849194,0.00783025989789001,"7781"
"285126",115.396229372483,-1.23664876701299,0.263188160960976,-4.69872490653693,2.61790792107455e-06,9.54759563915928e-05,"285126"
"57159",271.678549865112,-0.889077784967619,0.227074425191875,-3.91535851831996,9.02699678369838e-05,0.00139995336239804,"57159"
"7349",193.44499430772,-0.302491257238486,0.185376071061215,-1.63177078630929,0.102727781690163,0.236858793896059,"7349"
"4358",1531.92029068918,-0.260495364490454,0.0667488687373417,-3.90261841763205,9.5157657017229e-05,0.001464665226763,"4358"
"2976",906.33595756292,-0.0906372625784632,0.0647332074942523,-1.40016640742714,0.161463492747298,0.322027515805226,"2976"
"100505624",66.2477959639665,-0.150869294292955,0.162256071862882,-0.929822178984158,0.352463160906925,0.53792977513058,"100505624"
"105374363",69.1835583583939,0.124804526091361,0.138286886189367,0.902504420559855,0.366788974242788,0.553233096635085,"105374363"
"8890",1000.4343577881,0.0741614104733081,0.078755999440828,0.941660457614128,0.346366505989898,0.531737424102357,"8890"
"9784",2741.39571815936,-0.168114259569844,0.0627523288167534,-2.67901228113404,0.00738396855609196,0.0358139958716055,"9784"
"130557",627.318606831873,-0.0226731335606293,0.0730230148054971,-0.3104929811652,0.756186096152914,0.857031483802867,"130557"
"5496",1791.64337642733,0.121381311155844,0.0589036285181289,2.06067629803971,0.0393339323219848,0.121956028053319,"5496"
"2498",16.1662512377599,-0.573617827004108,0.228217625993129,-2.51346855663716,0.0119550434535759,0.0510806402107332,"2498"
"29959",2466.19700107677,0.0618809541521957,0.0607552057093051,1.01852925078185,0.308426507221223,0.49432300802014,"29959"
"200634",148.189156778849,-0.0325045358446104,0.123703089595042,-0.262762522351044,0.792733623538619,0.879697765347063,"200634"
"26160",1673.77797128843,-0.307417568709472,0.0882913939919767,-3.48185202215075,0.000497958788755188,0.00502280580075314,"26160"
"64838",1927.25164574617,-0.423878919322645,0.126806912512799,-3.34271145731003,0.000829641179275306,0.00736248970007481,"64838"
"2646",42.0201755089122,-0.488669580643038,0.201056813755441,-2.43050494790711,0.0150778001826665,0.0605600337075368,"2646"
"84226",45.6654302935703,-0.540869096715559,0.192527219889206,-2.80931235088116,0.00496474522415374,0.0270655139398809,"84226"
"84450",1483.88004055475,-0.00651230132401842,0.0503864927280042,-0.129246966229085,0.897162234159542,0.943248283912563,"84450"
"79635",160.7774913624,0.496472671756835,0.137559657355816,3.60914443449539,0.000307208537010319,0.00350905810792316,"79635"
"11321",881.005580106288,0.131985616978664,0.0602954683789127,2.18898070663008,0.0285982423424153,0.0968149559315399,"11321"
"9913",2500.80366315839,-0.0298754698570431,0.0385076081393505,-0.775832914600419,0.437847646944841,0.61737698672352,"9913"
"22950",1748.62190091334,-0.0550191801279007,0.0961889780323476,-0.571990484288108,0.567328421322872,0.724094847336332,"22950"
"100129995",5.51434140389871,0.0709882410016636,0.374783307352623,0.189411426840504,0.849770369249944,0.916896230666699,"100129995"
"105374378",7.02700430467903,-0.0418777993956404,0.281295310681131,-0.14887485786463,0.881652380618245,0.934858820118069,"105374378"
"9553",990.24190419241,0.40020697954575,0.125310612125064,3.19371977168485,0.00140452383900264,0.0108397489753607,"9553"
"64080",102.200208033502,-0.0174299686941711,0.120930397131409,-0.144132237283822,0.885396048821048,0.936525679937613,"64080"
"9577",1153.40749851396,-0.0851639805551697,0.103882236283834,-0.819812737978409,0.412322868337075,0.595564016135483,"9577"
"100302650",89.4325802759637,0.820553590650697,0.271666247355289,3.02044732696427,0.00252401605411571,0.0165139309625282,"100302650"
"100505716",17.8177935022249,-0.543265041933564,0.218546609101737,-2.48580860698994,0.012925746114326,0.0540537198428459,"100505716"
"105374382",8.74447701646579,-0.274212243709607,0.299015061528122,-0.917051610404642,0.359115596159791,0.545003424659124,"105374382"
"403150",4.44812453485484,0.406423749688685,0.357252046809755,1.13763868763813,0.255271385007074,0.436691900261596,"403150"
"2355",2098.91973348257,0.590584366473883,0.198166462849569,2.98024377072423,0.00288019080586618,0.0181766290626435,"2355"
"151056",177.320450800107,0.124049314552466,0.133404886330034,0.929870846301514,0.352437959266665,0.53792977513058,"151056"
"100505774",6.30917280593519,-0.36073354376233,0.309406575782997,-1.16588841995178,0.243659561521917,0.424238254835688,"100505774"
"112267877",55.102545809291,-0.621183556920654,0.244629194520871,-2.53928627830909,0.0111078889231838,0.0481897313132334,"112267877"
"5500",8109.79210443062,0.182493141095725,0.0893944896505103,2.04143613112157,0.041207496196108,0.125985256715986,"5500"
"245711",146.495927058185,0.199678299129017,0.11963744927668,1.66902838815319,0.09511175393755,0.224319811122216,"245711"
"55006",335.49249062849,-0.00817960605855847,0.0858679508706848,-0.0952579626696435,0.924109931693535,0.958187323736725,"55006"
"23160",573.454541725422,0.0680081321038146,0.0735496060639703,0.92465664662655,0.355144537172358,0.540913803100176,"23160"
"165186",378.53175314024,0.0861864329270289,0.234923748882494,0.366869817704716,0.713716126005435,0.829575188828239,"165186"
"388939",21.729870948768,0.237530725879161,0.214749329841171,1.10608366533595,0.268690308150451,0.452158312086413,"388939"
"79745",2380.81490289595,0.201781547258586,0.112344538835039,1.79609573683748,0.0724792923498288,0.186634557432552,"79745"
"238",219.067263393838,-0.0698539194797468,0.119719141762201,-0.583481625841407,0.559569122703424,0.718002224000254,"238"
"101929418",12.8843111404118,-0.0295153681511128,0.231241687273326,-0.127638612653028,0.89843497255805,0.943828356666544,"101929418"
"51646",5150.63906327968,0.1166252661537,0.0941337741197691,1.23893116200052,0.215370992157508,0.39063014554148,"51646"
"81606",589.012122391908,-0.302812305375717,0.20856659115833,-1.45187349370754,0.146536783931963,0.30142432517419,"81606"
"253558",293.581737469506,-0.195321767293608,0.104128404667179,-1.8757779677688,0.0606857745519001,0.164757789293158,"253558"
"92291",72.862285166901,-0.695556968387816,0.277557161552858,-2.50599539387261,0.0122107210515199,0.051857590561059,"92291"
"79623",266.966664948242,-0.177111318225959,0.168431146101697,-1.05153543347037,0.293012744315062,0.478399028819766,"79623"
"440854",16.5947150210705,-0.206959654584953,0.241024832358442,-0.858665277597501,0.390525212412758,0.576373476212429,"440854"
"30845",4436.94160718281,-0.31128967771095,0.137943893374201,-2.25663978373085,0.0240305923237327,0.0852129241069928,"30845"
"51072",795.727853742892,0.0226705875098076,0.068266485472239,0.332089565662886,0.739821628862929,0.847425478092047,"51072"
"84661",1022.2646574477,0.183783559624323,0.0890224989978197,2.06446192471887,0.0389739403820258,0.121099535903246,"84661"
"6683",1275.04637201968,0.0530136033447031,0.100373737797116,0.528162092078893,0.597386837611194,0.746396571117443,"6683"
"55676",439.741331549723,0.0701393727594155,0.0863014793895545,0.812725033864307,0.416375724952413,0.598812579179879,"55676"
"58484",76.23285500368,0.00738949838447394,0.121902203720931,0.0606182510153027,0.951663238044779,0.973428809909827,"58484"
"84272",2328.14541030763,0.14620457099729,0.0791249939486771,1.84776723132672,0.0646360232612133,0.172333072438801,"84272"
"57448",2470.42513115016,0.00853156806463966,0.108650975487092,0.0785227010286094,0.937412273161958,0.966062849513419,"57448"
"103752586",4.1819885975408,-0.168534345117984,0.357820009096215,-0.471003132395166,0.637638498015886,0.776237713932671,"103752586"
"55622",207.85343101592,0.208484706201132,0.0865248792161935,2.4095347845584,0.0159728733492951,0.0633170778582522,"55622"
"285045",32.0585434084222,-1.58756785846798,0.293116376936635,-5.41616908294131,6.08895237687305e-08,4.78187023565228e-06,"285045"
"4052",562.420852561188,0.300921360946762,0.23865504981289,1.2609050643709,0.207343053354023,0.380833863445807,"4052"
"25780",690.761294124502,-0.601272962381145,0.273958352669417,-2.19476046823327,0.0281807846004927,0.0959036226311381,"25780"
"105374454",67.9498413949448,-0.410591135080975,0.190903859720621,-2.1507744038379,0.031494010346169,0.103718417513288,"105374454"
"25940",1869.96145646778,-0.121812153062675,0.0789588178562831,-1.54273020252648,0.122896250622865,0.268382439282218,"25940"
"105374455",16.3705143276633,-0.450633380374832,0.373837286593652,-1.20542652254122,0.228038687727353,0.40583687974414,"105374455"
"107985808",3.58785849400152,-0.621744186027048,0.489802430578701,-1.26937750246045,0.204306456211699,0.377087926125528,"107985808"
"100288911",361.608542927331,0.0659252052639167,0.148063129536827,0.445250654029432,0.656138624309762,0.789956581483972,"100288911"
"51232",2908.74763363469,0.326230226378673,0.119942145841005,2.71989653087516,0.00653023463854198,0.0327457563545492,"51232"
"9637",2927.41702904735,0.106508869823117,0.0887012958040201,1.200758893742,0.22984474146983,0.407958234534616,"9637"
"5212",46.648728009977,-0.024827159491161,0.21946219867426,-0.11312727039617,0.909929655118261,0.950370973123517,"5212"
"6801",2012.68014861882,-0.193028365178107,0.137908836786829,-1.3996809028016,0.1616088950427,0.322198650060947,"6801"
"54497",1435.07139574013,-0.021620292742628,0.0896471432041911,-0.241171017501172,0.809422572687384,0.89122895920753,"54497"
"253635",909.569911490054,0.168852884630602,0.0794902923112394,2.12419503968446,0.0336538378436655,0.108799286725373,"253635"
"5610",2025.3546620098,0.0963397690966118,0.0718265304054395,1.34128390377208,0.179828293803106,0.346743041307407,"5610"
"100505876",2083.22639257862,-0.0359386871521059,0.0649281143807465,-0.553515029581131,0.579910791913835,0.733572827091085,"100505876"
"10153",934.560176892265,0.105251481583297,0.0686404884018928,1.53337314511874,0.125183941629972,0.271688722338543,"10153"
"55471",908.492725356523,0.246858626696073,0.0587538430978586,4.20157412145641,2.65065430839448e-05,0.000571006082051816,"55471"
"23683",475.296983733002,0.756597011200927,0.131396006485061,5.75814312352749,8.50442362925931e-09,9.67811283476033e-07,"23683"
"25797",578.140818600476,0.457329090616981,0.1905421734222,2.40014628994306,0.0163885208101807,0.0645897434720302,"25797"
"10602",624.12260592004,0.199973997177767,0.140468790579215,1.42361870101669,0.154556879332323,0.312662550478795,"10602"
"107985870",5.69538112930353,0.072931413113486,0.310882883110731,0.234594495469566,0.814523482320595,0.894272989361075,"107985870"
"151393",396.761844067851,0.97298549985238,0.17732236161374,5.48709982766767,4.08586254957645e-08,3.51169885773212e-06,"151393"
"107985872",7.61904686800486,0.504457834320805,0.319379059123479,1.57949564916769,0.114222413685427,0.254909878859213,"107985872"
"1545",352.889760961255,1.4631536072952,0.305307973364854,4.79238583640486,1.64809557637358e-06,6.69392083980588e-05,"1545"
"285154",44.6921623691733,0.208116215850382,0.212560558837295,0.979091403357128,0.327534818880015,0.513366918503453,"285154"
"102723739",14.213695850871,0.423656653999316,0.243963040136405,1.73656080758151,0.0824647224454633,0.203377680589138,"102723739"
"64225",1666.88736765651,0.196004897317308,0.100639096405509,1.94760191931312,0.0514626139361799,0.146722518192543,"64225"
"101929596",12.3927131021317,-0.329740102042684,0.252141699617058,-1.30775711650822,0.190955703676241,0.360818060732238,"101929596"
"92906",1362.55781623726,0.250013938007539,0.0954227840875414,2.62006543194312,0.00879128972712363,0.0407195577129124,"92906"
"130589",181.791471991004,0.691681574497311,0.159754483827901,4.32965359045848,1.49344080013079e-05,0.000370063188588861,"130589"
"6432",3198.91496372969,0.177539015420353,0.063662960820754,2.78873324663963,0.00529146289671375,0.0282944201575203,"6432"
"79833",328.503385601113,0.22018661527986,0.0679224314169216,3.24173635552458,0.00118803873509088,0.00957167490897048,"79833"
"90957",746.803160014468,-0.155435156187622,0.0735172612434586,-2.11426750070144,0.0344924264810141,0.110657574436153,"90957"
"105374470",4.365231814293,-1.8555223977773,0.388509086917215,-4.77600771837979,1.78809532234796e-06,7.11216361142966e-05,"105374470"
"729967",479.745880307668,0.0948884991684326,0.135345136398442,0.701085400579823,0.483249720818535,0.656285159527095,"729967"
"100271715",180.015753247536,0.0618185249175863,0.118264987384286,0.522711973212454,0.601174704871494,0.748859494805792,"100271715"
"105374471",15.9450174723797,-0.133945020916488,0.297237742999521,-0.450632613357933,0.652254357182647,0.787207951780166,"105374471"
"375196",73.9047988847625,0.109232089345573,0.162195019014194,0.673461429392072,0.500653779107952,0.670730899512348,"375196"
"6654",1566.51481204552,0.219771275200995,0.0829963825266133,2.64796209799293,0.00809786035941612,0.0384867566695297,"6654"
"344387",17.2895033221252,-0.239989576582883,0.18587180453565,-1.2911564353853,0.196649437970957,0.367657119743571,"344387"
"8491",1592.6026791671,0.170770710542389,0.0938942676561122,1.81875544487803,0.0689487486576476,0.180243453233397,"8491"
"728730",496.980982985475,-0.45695986216296,0.15105476581605,-3.02512707688702,0.00248528681719861,0.0163454435465625,"728730"
"130733",3781.96369314656,-0.340110369928439,0.132496211706371,-2.56694410767131,0.0102599148556211,0.0454494444162952,"130733"
"80745",335.927030990468,0.211475333309658,0.0969136808696914,2.18209989974485,0.0291021606127855,0.0979945493182029,"80745"
"100128590",4.4757136088005,-0.0903011671217961,0.433899188219523,-0.208115547513101,0.835138747776589,0.90761984079478,"100128590"
"6546",3333.40347841346,0.0160922991747267,0.154060907411794,0.104454137295928,0.916808962252366,0.954170381551367,"6546"
"101929667",10.6297295255063,0.750614631372542,0.248852256809215,3.01630630558439,0.00255874636736871,0.0166745876077122,"101929667"
"105374497",30.2045814600516,-0.261262185066734,0.265988614853872,-0.982230706416758,0.325986203235789,0.511624751739174,"105374497"
"105374506",5.74935926368055,0.257050408440113,0.324263238219548,0.79272140083321,0.427940158847753,0.608926022844377,"105374506"
"91461",977.181079607497,-0.138741666293327,0.153307430259355,-0.90498983681752,0.365470771411445,0.551988135941174,"91461"
"27436",590.734459049866,0.0858305764076535,0.083745714955069,1.02489514184341,0.305412667165758,0.490933087339884,"27436"
"107985874",3.78414556112,0.0982467943265926,0.398021839246036,0.246837697430622,0.805033834654647,0.888454033567363,"107985874"
"107985873",23.8692247140744,-0.163740887741965,0.172016322847445,-0.951891570703912,0.341151974917474,0.526858061550372,"107985873"
"9167",3511.15936860741,-0.0645664341560721,0.101435966116182,-0.636524071571608,0.524434896575792,0.690596461536114,"9167"
"170850",79.1902261861982,-0.010169849142862,0.24238876205999,-0.041956768360181,0.966533161597528,0.98213615968593,"170850"
"57504",2832.04530925847,-0.123316623849065,0.0977463265430994,-1.26159855014798,0.207093278150066,0.38046037893922,"57504"
"165140",22.4018454152055,0.351218848250121,0.241733913033649,1.45291508271424,0.146247332698926,0.3009335729642,"165140"
"23498",93.5655901527231,0.237022619021259,0.138756627438352,1.70818953585885,0.0876011795248889,0.211816308666269,"23498"
"107985875",40.5794740104235,-0.317313938027988,0.129550179599019,-2.44935158723925,0.0143113675009961,0.0582672236329728,"107985875"
"105374567",9.56309723737226,0.173220175387449,0.270419982346217,0.640559820633654,0.521808711471139,0.688749392507763,"105374567"
"112268413",4.21755040715289,-1.56169488124898,0.410312794918294,-3.8061081706213,0.000141170659351147,0.00196051750141838,"112268413"
"102723854",20.9237353872576,0.719602970892583,0.257927363442564,2.78994427457413,0.00527171141500879,0.0282256454568353,"102723854"
"107985876",7.92099131706199,-0.213890108161018,0.370419514716723,-0.577426673442379,0.56365125976165,0.721258705994506,"107985876"
"105374570",5.68686557577106,0.422473637833244,0.397312436698662,1.06332850122602,0.287633004401601,0.472917627075239,"105374570"
"678",1439.89329749022,0.930671317934585,0.189426584070332,4.91309771805331,8.9648566995027e-07,4.17358224489538e-05,"678"
"100129726",7.87932225976154,0.139369193560107,0.297376541844461,0.468662365550686,0.639310991555746,0.777619055046355,"100129726"
"63892",479.451995790445,0.236136105315328,0.0850143769176601,2.77760202305588,0.005476164544101,0.0288614066592081,"63892"
"107985877",45.4425483662406,0.321870603318983,0.155576854135368,2.06888489362898,0.0385568894838604,0.120137774166913,"107985877"
"130271",391.113672434401,-0.134769030641167,0.155132988575335,-0.868732252751781,0.384993595976652,0.570800223632054,"130271"
"728819",20.4392481889282,-0.0082628728911754,0.200117262689446,-0.0412901554824794,0.967064581165857,0.982411640684297,"728819"
"51626",981.456410233095,-0.148243231473885,0.136901025855693,-1.08284967586838,0.278875152023559,0.464024240972796,"51626"
"64240",37.6125750928095,-0.431503864181882,0.138515910896349,-3.11519349213807,0.00183824283021044,0.0131968011125593,"64240"
"64241",80.8020266240831,-0.186058363810668,0.158171064250894,-1.17631100664239,0.23947061905368,0.419649767374244,"64241"
"10128",4382.40747119669,-0.193930224482488,0.10340541135163,-1.87543593654908,0.0607327751326853,0.164867183383384,"10128"
"102723904",32.5893427090622,-0.646619556826665,0.234546231129434,-2.75689595911618,0.00583529150113166,0.0303057892223362,"102723904"
"5495",3103.23870806347,0.268378984324699,0.0949152886272399,2.82756327464485,0.00469037451731184,0.0259379293610894,"5495"
"6519",7898.77709172197,-0.162485245958202,0.117992270129826,-1.37708381896051,0.168486334816375,0.331467955277122,"6519"
"9581",10813.2032379449,-0.236879252040317,0.146134064654909,-1.62097217099723,0.105023607160982,0.240415839786189,"9581"
"79823",332.611481224439,0.208347789863341,0.100947816750637,2.06391575934727,0.0390257042671827,0.121214409475817,"79823"
"107985878",49.5604003795172,0.235196065066849,0.148686888724496,1.58182114835053,0.113690405702092,0.253987445475154,"107985878"
"107985879",89.3064371432214,0.246244015475272,0.385874235940808,0.638145780515508,0.523378787812866,0.689858651039094,"107985879"
"100506108",31.2946927920501,-0.00220648210440087,0.3596944751373,-0.00613432303501082,0.995105549055706,0.997621823946258,"100506108"
"6496",45.3238556007549,0.588748210291217,0.320940736162312,1.83444525407166,0.0665879272807325,0.175943011984057,"6496"
"10736",30.8435167125487,3.98126516141025,0.556843530324564,7.14970174671817,8.69666469152259e-13,3.88677663240576e-10,"10736"
"400952",2.42187700594556,1.47576314300218,0.476875638895864,3.09464988905514,0.001970453431656,0.0138625402986652,"400952"
"55133",162.796154306418,0.0161350415756087,0.121314986256265,0.133001223290955,0.894192413049533,0.941450484120927,"55133"
"102724965",63.8115686363039,-0.328944859147996,0.169849002103089,-1.93668997212209,0.0527832522936645,0.149374294799743,"102724965"
"5581",4837.79317807233,-0.135651779136537,0.164070219187626,-0.826790991126852,0.408355537109574,0.591920477514473,"5581"
"2034",4445.94661403365,0.163257820892601,0.171669907783071,0.950998477257295,0.341605148866969,0.527217690983799,"2034"
"90423",180.679830535814,0.0241565340042963,0.0928475603893026,0.260174138157318,0.794729452255504,0.881116984614701,"90423"
"23433",2951.8418744559,0.524301877724551,0.10188869153001,5.14582992333478,2.66340650427446e-07,1.62858694730275e-05,"23433"
"100506142",14.7088220516479,0.0809717190132712,0.290989333595793,0.278263529500182,0.780810070166727,0.872662807979084,"100506142"
"5281",627.137341428187,0.355795267776611,0.093653754620142,3.79904969341283,0.000145251969025263,0.00200546394029963,"5281"
"9419",1235.4934119843,0.169046250100761,0.0824380039234987,2.05058640499876,0.0403072414289287,0.12412832643003,"9419"
"105374584",116.780400589666,-0.242095816688852,0.164294653390026,-1.47354653175554,0.140603726543849,0.293234311579611,"105374584"
"9655",1091.58251781336,0.0656357435966261,0.112029756618955,0.585877766564036,0.557957659276159,0.716944967206862,"9655"
"100134259",33.9741995038217,-0.270073617512747,0.185349696598826,-1.45710310007843,0.14508792279188,0.299421226609621,"100134259"
"107985880",3.66185570847729,-1.0223779464652,0.402196352175069,-2.54198711881946,0.0110224235593992,0.0479119705594327,"107985880"
"90411",3800.13945334456,0.150650163103597,0.0993092912142142,1.51697954201121,0.129271849280004,0.277256027148746,"90411"
"57217",957.68618821356,-0.0949518253400088,0.148694922566926,-0.638568040527895,0.523103977761214,0.689644348476718,"57217"
"285051",5.57917897962406,-1.19533526587315,0.38646480720303,-3.09299900946785,0.00198144796595484,0.0139001062931324,"285051"
"805",40303.8759743601,-0.0828853990526625,0.0943523895293631,-0.878466347975935,0.379690692281409,0.565784245087859,"805"
"101927043",29.9256527835538,0.231486091142257,0.283368446229169,0.816908495715318,0.413980722343961,0.59715158358881,"101927043"
"618",2896.83042226254,0.0606072857731188,0.276252506593738,0.219390899001865,0.826345558895501,0.901691311901732,"618"
"4072",87.9737642193616,-0.627042332453936,0.264573042185431,-2.37001595957936,0.0177873174415031,0.0683278715470523,"4072"
"4436",1164.83168310417,-0.122342665911593,0.0814325321099243,-1.50238071617919,0.132998813659755,0.282879972187457,"4436"
"56660",1051.96689750989,-0.0800566446936191,0.161930188425754,-0.494389869312885,0.621030867233754,0.763316153181304,"56660"
"644093",10.3189800225848,-0.234547437806054,0.285075752141908,-0.822754780242757,0.410647456494182,0.593876868158116,"644093"
"440864",5.78642922543192,-0.490440765548528,0.34501403500406,-1.42150960769685,0.155168662475402,0.313590470468458,"440864"
"2956",961.889214397292,0.182367753192668,0.104209865170538,1.75000469383801,0.0801175037874438,0.199635279931567,"2956"
"80204",3638.01402672561,0.126897828820802,0.0759504266638754,1.67079810337865,0.0947615633018529,0.223802266287745,"80204"
"100506235",80.0133392270384,0.453793746664117,0.145974082804565,3.10872819301541,0.00187894486913999,0.013410668939701,"100506235"
"105374590",6.28927318125599,0.0552466968344533,0.34593762643786,0.159701323626839,0.873116358182964,0.930060374436447,"105374590"
"3344",810.461220471482,0.0996473882982619,0.197341600871147,0.504948717646847,0.613594855309762,0.758245227354426,"3344"
"129285",1806.36039307047,0.038355446288715,0.0662371458778052,0.579062484960832,0.562547012160375,0.720399336136347,"129285"
"286749",16.3678393211297,0.357988467393555,0.289109003729214,1.23824738342931,0.215624347014657,0.390845960767443,"286749"
"11037",85.3258708548143,0.1953704352811,0.22223662495203,0.879109981639037,0.379341646168464,0.565558314672075,"11037"
"11036",2.69807638632332,0.580494193114426,0.458699757458627,1.26552103783657,0.205684611779576,0.378806731261988,"11036"
"3973",6.2310752250371,1.09476721943192,0.319403561295295,3.42753604559775,0.000609085436408771,0.00582434310157311,"3973"
"2492",11.7925049889152,-0.185840246097047,0.361810615944543,-0.513639561437115,0.607504014782476,0.753775992497504,"2492"
"9378",8424.13937123183,0.00975080948040056,0.16053799748694,0.0607383275800099,0.951567607019663,0.973428809909827,"9378"
"101927089",12.4572888425473,0.238681875263013,0.246226673266216,0.969358323762733,0.332366438590804,0.518295973291922,"101927089"
"105374600",3.87279936470317,-0.942696806671134,0.362360682181654,-2.60154275291532,0.0092805496754425,0.042261114152918,"105374600"
"51130",532.47760685642,0.372804894218465,0.0807042558397569,4.61939572255882,3.84859237576577e-06,0.000128535664658558,"51130"
"100302652",422.871190411178,0.306849828136633,0.0770263837566629,3.98369770423099,6.78511735225393e-05,0.0011276874214723,"100302652"
"494143",64.3763772088264,0.358214382863493,0.153002441955395,2.34123310899785,0.0192201623736068,0.0723456497087226,"494143"
"27248",2177.06933150719,-0.0810071362494869,0.140874464147742,-0.57503066108937,0.565270560778425,0.722526943710388,"27248"
"112268415",713.269778102266,0.134801141357818,0.132078798745467,1.02061150342226,0.307438537190081,0.493217897373657,"112268415"
"100500850",151.821433838674,0.205153975429115,0.207173123230179,0.990253813962049,0.322050075241747,0.507718890318461,"100500850"
"10936",150.426530772521,-0.337609089619135,0.25704664447321,-1.31341566551483,0.189042921611421,0.358416047522586,"10936"
"23198",1238.99803038093,-0.0499646925859951,0.119470205767417,-0.418218854358262,0.675787111855517,0.803870695689195,"23198"
"98",1750.88186173785,0.173031784992198,0.105177771012868,1.64513645160848,0.0999416749641551,0.23235774426173,"98"
"105374615",64.7182946876965,0.0696002500962568,0.210263050138244,0.331015126292975,0.740633059910017,0.84779273752669,"105374615"
"388951",9.59066867172682,-0.33738085670616,0.251175492746499,-1.34320770317614,0.179204728037019,0.346015925405726,"388951"
"105374610",6.12820971625503,0.37312975774789,0.287640891562765,1.29720692951778,0.194559997094997,0.365269937263585,"105374610"
"129852",28.6804951644524,-0.115101598797996,0.231542531367799,-0.497107801828254,0.619113033188437,0.762148905427373,"129852"
"102724072",9.74310220040032,-0.561158576065342,0.274591473879707,-2.04361252786448,0.040991840664603,0.125544534684352,"102724072"
"6711",26939.7897381886,-0.202676177074469,0.0910373531202473,-2.22629690042463,0.0259943009643542,0.0901857321107679,"6711"
"56969",13.7021805700333,-0.677927247019341,0.381833769933993,-1.77545125758922,0.0758234069383313,0.192383894090743,"56969"
"400954",10699.6544352462,0.0469459611490931,0.13362393965092,0.351328970480403,0.725341563175472,0.838055039455525,"400954"
"105374667",4.44282263246767,-0.505158112992425,0.325721000965554,-1.55089205637633,0.120927554399021,0.265403590596637,"105374667"
"57142",22995.3542302503,-0.188292837310993,0.131838884616277,-1.42820411336934,0.153233117020279,0.310905757282333,"57142"
"105374662",5.8905324727161,-0.611114505886908,0.39214578118238,-1.55838602686048,0.119141766978739,0.262445001712016,"105374662"
"105374674",7.76934164848285,-0.135614692946889,0.225147647556334,-0.602336708461307,0.546950030592726,0.708479684018231,"105374674"
"130162",360.897778098052,0.0964981461742911,0.0998277480669519,0.966646529074985,0.333720765982759,0.519648546551833,"130162"
"6233",8231.70143473627,0.250757454593352,0.107690944371648,2.3284915556871,0.0198860171208998,0.0741307532376159,"6233"
"4528",1319.00913300021,0.214250033252737,0.0779569971874574,2.74831049145654,0.00599032525099879,0.0308308595047741,"4528"
"344405",50.6802248288735,0.283573882927868,0.152894033855135,1.85470862255194,0.0636378467884767,0.170408564752306,"344405"
"55704",5320.79310066736,-0.199459471593224,0.126437351409892,-1.57753598417768,0.114672249027119,0.255500496385976,"55704"
"112942",3152.17078044274,0.176674399489531,0.119663800128679,1.47642310623218,0.139830343548606,0.292450410513765,"112942"
"57223",2361.42020157919,0.290789902103928,0.0612024556712229,4.75127834193515,2.02134658986195e-06,7.7153292741299e-05,"57223"
"107985885",22.1968187170202,-0.042961158649777,0.187459243475345,-0.229175995023299,0.818732129298232,0.89676742136529,"107985885"
"87178",1364.89673388565,0.370435012387654,0.132784407880534,2.78974781979623,0.00527491099785802,0.0282304783884929,"87178"
"112268416",3.39260626426289,0.329205655857607,0.60714942351798,0.542215216066755,0.587670254287475,0.739610570468487,"112268416"
"2202",2397.42488699686,0.171050522927702,0.258741554841771,0.661086399640386,0.508556906722628,0.677331887957787,"2202"
"100129434",91.8944910573577,0.010280031993447,0.169673219412663,0.060587239571643,0.951687936200844,0.973428809909827,"100129434"
"107985795",10.6308845094824,-1.10293162764864,0.36486714869435,-3.0228307250883,0.00250422278568832,0.0164266435374148,"107985795"
"114800",1884.69498388654,-0.0876780049277511,0.162401773424637,-0.539883297323956,0.589277517334276,0.7404362658682,"114800"
"105377632",24.5404054184836,0.206761606933426,0.212720408045262,0.971987637826603,0.331056698631919,0.516745282516586,"105377632"
"7444",811.745699799595,0.17554563172072,0.169986461766482,1.03270360413687,0.301742626377836,0.48726418992206,"7444"
"107984043",10.0306412834393,-0.482488104528064,0.338116952959027,-1.42698584115814,0.15358397583862,0.311463386691619,"107984043"
"55120",680.648332092779,0.207059608966258,0.133089284143087,1.55579474560584,0.119756907994686,0.263493067975061,"55120"
"400955",124.410281542657,-0.158737199910838,0.143605207084029,-1.10537217371202,0.268998356016791,0.452583750119695,"400955"
"101927285",12.9277502029869,0.0864236080190293,0.203282269921884,0.425140904084944,0.670733961029444,0.800199548440339,"101927285"
"53335",1504.21526061328,-0.0949076139801185,0.170921558763091,-0.55527000026759,0.578709995299204,0.732694843906759,"53335"
"64895",712.752025744894,0.29373834992938,0.0685419666032939,4.28552556172591,1.82307683524405e-05,0.000428013865206628,"64895"
"5966",340.708581150058,0.327896569026399,0.117670444310697,2.78656693230987,0.00532696159392835,0.0284285807512707,"5966"
"150962",260.931910647825,0.224377018282191,0.0901798481853465,2.48810596599175,0.012842546143494,0.0538248297959466,"150962"
"5194",460.698275989053,0.164888887219086,0.0761446894950539,2.16546798355251,0.0303518646876004,0.101094740634947,"5194"
"84542",842.976027666036,-0.313911252129784,0.0832012866127522,-3.77291343571207,0.000161352282239941,0.00216200205664281,"84542"
